hospital,score,top_keywords,n_review,keyword_coverage,keyword_freq,keyword_matched
자숨한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 21, '자세한 설명': 18, '청결': 15}","['친절', '자세한 설명', '청결']"
임플라인치과의원,-1.5,"과잉진료,자세한 설명,대기시간",1,1.0,"{'과잉진료': 1, '자세한 설명': 4, '대기시간': 4}","['과잉진료', '자세한 설명', '대기시간']"
소재진한의원,-1.5,"친절,자세한 설명,시설",1,1.0,"{'친절': 4, '자세한 설명': 1, '시설': 1}","['친절', '자세한 설명', '시설']"
세화소아청소년과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 3, '친절': 10, '자세한 설명': 3}","['대기시간', '친절', '자세한 설명']"
세조의원,-1.5,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 2, '대기시간': 1, '자세한 설명': 1}","['친절', '대기시간', '자세한 설명']"
연세하늘재활의학과의원,-1.5,"친절,청결,자세한 설명",1,1.0,"{'친절': 18, '청결': 9, '자세한 설명': 11}","['친절', '청결', '자세한 설명']"
금문치과의원,-1.5,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 1, '친절': 3, '자세한 설명': 2}","['과잉진료', '친절', '자세한 설명']"
굿프렌마취통증의학과의원,-1.5,"자세한 설명,대기시간,비쌈",1,1.0,"{'자세한 설명': 30, '대기시간': 4, '비쌈': 4}","['자세한 설명', '대기시간', '비쌈']"
굿모닝플러스외과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 39, '친절': 27, '대기시간': 6}","['자세한 설명', '친절', '대기시간']"
굿데이이비인후과의원,-1.5,"청결,자세한 설명,친절",1,1.0,"{'청결': 20, '자세한 설명': 28, '친절': 32}","['청결', '자세한 설명', '친절']"
한음 한방신경정신과 한의원,-1.5,"자세한 설명,친절,비쌈",1,0.6666666666666666,"{'자세한 설명': 2, '친절': 3, '비쌈': 0}","['자세한 설명', '친절']"
연세준치과의원,-1.5,"자세한 설명,대기시간,과잉진료",1,1.0,"{'자세한 설명': 5, '대기시간': 3, '과잉진료': 2}","['자세한 설명', '대기시간', '과잉진료']"
연세주니어치과의원,-1.5,과잉진료,1,1.0,{'과잉진료': 1},['과잉진료']
수비경희한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
송치과의원,-1.5,"자세한 설명,과잉진료,친절",1,1.0,"{'자세한 설명': 12, '과잉진료': 2, '친절': 8}","['자세한 설명', '과잉진료', '친절']"
연세우리치과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 10, '친절': 70, '자세한 설명': 58}","['대기시간', '친절', '자세한 설명']"
연세안치과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 2, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
연세아너스치과의원,-1.5,대기시간,1,1.0,{'대기시간': 1},['대기시간']
연세스타치과의원,-1.5,"친절,과잉진료,자세한 설명",1,1.0,"{'친절': 36, '과잉진료': 6, '자세한 설명': 22}","['친절', '과잉진료', '자세한 설명']"
좋은날치과의원,-1.5,"비쌈,청결,친절",1,1.0,"{'비쌈': 2, '청결': 2, '친절': 1}","['비쌈', '청결', '친절']"
리츠서울신경과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 12, '친절': 9, '대기시간': 3}","['자세한 설명', '친절', '대기시간']"
리안성형외과의원,-1.5,"자세한 설명,대기시간",1,1.0,"{'자세한 설명': 1, '대기시간': 1}","['자세한 설명', '대기시간']"
로젤의원,-1.5,"친절,자세한 설명",1,1.0,"{'친절': 4, '자세한 설명': 2}","['친절', '자세한 설명']"
정릉치과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 7, '친절': 5, '대기시간': 2}","['자세한 설명', '친절', '대기시간']"
미소진치과의원,-1.5,"대기시간,비쌈,청결",1,1.0,"{'대기시간': 4, '비쌈': 6, '청결': 16}","['대기시간', '비쌈', '청결']"
무척신통한의원,-1.5,"대기시간,친절,비쌈",3,1.0,"{'대기시간': 1, '친절': 3, '비쌈': 1}","['대기시간', '친절', '비쌈']"
무지개정신건강의학과의원,-1.5,"친절,대기시간,비쌈",1,1.0,"{'친절': 44, '대기시간': 8, '비쌈': 4}","['친절', '대기시간', '비쌈']"
정릉이비인후과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 46, '친절': 52, '대기시간': 10}","['자세한 설명', '친절', '대기시간']"
정릉손정신건강의학과의원,-1.5,"청결,친절,자세한 설명",1,1.0,"{'청결': 6, '친절': 8, '자세한 설명': 6}","['청결', '친절', '자세한 설명']"
정릉성모내과의원,-1.5,"자세한 설명,대기시간,청결",1,1.0,"{'자세한 설명': 22, '대기시간': 8, '청결': 16}","['자세한 설명', '대기시간', '청결']"
아미치과의원,-1.5,"청결,친절,대기시간",1,1.0,"{'청결': 20, '친절': 38, '대기시간': 4}","['청결', '친절', '대기시간']"
아린정신건강의학과의원,-1.5,"비쌈,대기시간,불친절",1,1.0,"{'비쌈': 12, '대기시간': 24, '불친절': 2}","['비쌈', '대기시간', '불친절']"
씨에스치과의원,-1.5,"대기시간,과잉진료,비쌈",1,1.0,"{'대기시간': 3, '과잉진료': 2, '비쌈': 1}","['대기시간', '과잉진료', '비쌈']"
신통방통마취통증의학과의원,-1.5,"친절,자세한 설명,대기시간",1,0.6666666666666666,"{'친절': 3, '자세한 설명': 0, '대기시간': 1}","['친절', '대기시간']"
신용제이비인후과의원,-1.5,"대기시간,과잉진료,시설",1,1.0,"{'대기시간': 14, '과잉진료': 2, '시설': 8}","['대기시간', '과잉진료', '시설']"
신내과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 4, '자세한 설명': 1, '대기시간': 5}","['친절', '자세한 설명', '대기시간']"
시카고치과의원,-1.5,"과잉진료,친절,대기시간",1,1.0,"{'과잉진료': 2, '친절': 18, '대기시간': 4}","['과잉진료', '친절', '대기시간']"
시카고백중치과의원,-1.5,"친절,대기시간,비쌈",1,1.0,"{'친절': 1, '대기시간': 1, '비쌈': 2}","['친절', '대기시간', '비쌈']"
구명삼치과의원,-1.5,"비쌈,친절,대기시간",3,1.0,"{'비쌈': 3, '친절': 15, '대기시간': 3}","['비쌈', '친절', '대기시간']"
고성종의원,-1.5,"대기시간,자세한 설명,친절",1,1.0,"{'대기시간': 4, '자세한 설명': 5, '친절': 5}","['대기시간', '자세한 설명', '친절']"
고려척척마취통증의학과의원,-1.5,"대기시간,청결,친절",1,1.0,"{'대기시간': 2, '청결': 12, '친절': 18}","['대기시간', '청결', '친절']"
무양한의원,-1.5,"청결,친절,자세한 설명",1,1.0,"{'청결': 2, '친절': 4, '자세한 설명': 1}","['청결', '친절', '자세한 설명']"
명성하한의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 4, '친절': 10, '자세한 설명': 4}","['대기시간', '친절', '자세한 설명']"
정앤남의원,-1.5,"친절,자세한 설명,비쌈",1,1.0,"{'친절': 2, '자세한 설명': 2, '비쌈': 1}","['친절', '자세한 설명', '비쌈']"
현담한의원,-1.5,"자세한 설명,친절,비쌈",1,1.0,"{'자세한 설명': 4, '친절': 2, '비쌈': 1}","['자세한 설명', '친절', '비쌈']"
허내과의원,-1.5,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 18, '대기시간': 14, '친절': 22}","['자세한 설명', '대기시간', '친절']"
행복한마음한의원,-1.5,"친절,청결,시설",1,0.6666666666666666,"{'친절': 3, '청결': 1, '시설': 0}","['친절', '청결']"
행복한가정의학과의원,-1.5,"자세한 설명,과잉진료,청결",1,1.0,"{'자세한 설명': 20, '과잉진료': 2, '청결': 16}","['자세한 설명', '과잉진료', '청결']"
햇살가득한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 69, '자세한 설명': 51, '대기시간': 6}","['친절', '자세한 설명', '대기시간']"
해율한의원,-1.5,"친절,자세한 설명,비쌈",1,1.0,"{'친절': 3, '자세한 설명': 1, '비쌈': 2}","['친절', '자세한 설명', '비쌈']"
해독한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 6, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
안성민치과의원,-1.5,"대기시간,친절,추천",3,1.0,"{'대기시간': 4, '친절': 3, '추천': 1}","['대기시간', '친절', '추천']"
아이사랑소아청소년과의원,-1.5,"친절,청결,자세한 설명",1,1.0,"{'친절': 6, '청결': 5, '자세한 설명': 6}","['친절', '청결', '자세한 설명']"
아이I소아청소년과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 4, '청결': 2}","['친절', '자세한 설명', '청결']"
아산키즈소아청소년과의원,-1.5,"비쌈,친절,자세한 설명",1,1.0,"{'비쌈': 2, '친절': 5, '자세한 설명': 3}","['비쌈', '친절', '자세한 설명']"
연세선경의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 3, '친절': 4, '청결': 2}","['자세한 설명', '친절', '청결']"
연세본치과의원,-1.5,"자세한 설명,과잉진료,친절",1,1.0,"{'자세한 설명': 5, '과잉진료': 3, '친절': 3}","['자세한 설명', '과잉진료', '친절']"
강북연세미치과의원,-1.5,"친절,대기시간,비쌈",1,1.0,"{'친절': 7, '대기시간': 1, '비쌈': 2}","['친절', '대기시간', '비쌈']"
현대여성산부인과의원,-1.5,"청결,친절,대기시간",1,1.0,"{'청결': 18, '친절': 15, '대기시간': 9}","['청결', '친절', '대기시간']"
현치과의원,-1.5,"대기시간,과잉진료,친절",1,1.0,"{'대기시간': 2, '과잉진료': 1, '친절': 1}","['대기시간', '과잉진료', '친절']"
365MC의원 노원점,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 2, '친절': 3, '대기시간': 1}","['자세한 설명', '친절', '대기시간']"
호수빈한의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 3, '친절': 2, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
365봄한의원,-1.5,"친절,자세한 설명",1,1.0,"{'친절': 6, '자세한 설명': 2}","['친절', '자세한 설명']"
호한의원,-1.5,"청결,친절,자세한 설명",1,1.0,"{'청결': 2, '친절': 1, '자세한 설명': 2}","['청결', '친절', '자세한 설명']"
공릉서울치과의원,-2.0,"친절,대기시간,청결",2,1.0,"{'친절': 2, '대기시간': 1, '청결': 2}","['친절', '대기시간', '청결']"
고려의원,-2.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 4, '친절': 2, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
홍종수한의원,-2.0,"비쌈,저렴,친절",2,0.3333333333333333,"{'비쌈': 2, '저렴': 0, '친절': 0}",['비쌈']
휴플러스치과의원,-2.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 2, '자세한 설명': 13, '비쌈': 3}","['대기시간', '자세한 설명', '비쌈']"
휴앤힐정신건강의학과의원,-2.0,"친절,불친절,자세한 설명",2,0.6666666666666666,"{'친절': 20, '불친절': 0, '자세한 설명': 10}","['친절', '자세한 설명']"
노원빛사랑안과의원,-2.0,"친절,대기시간,자세한 설명",7,1.0,"{'친절': 40, '대기시간': 51, '자세한 설명': 41}","['친절', '대기시간', '자세한 설명']"
에이스항외과의원,-2.0,"친절,과잉진료,시설",7,1.0,"{'친절': 9, '과잉진료': 2, '시설': 2}","['친절', '과잉진료', '시설']"
연세임플치과교정과치과의원,-2.0,"친절,자세한 설명,비쌈",2,1.0,"{'친절': 3, '자세한 설명': 4, '비쌈': 1}","['친절', '자세한 설명', '비쌈']"
연세화랑의원,-2.0,"친절,대기시간,불친절",5,0.6666666666666666,"{'친절': 30, '대기시간': 8, '불친절': 0}","['친절', '대기시간']"
키움남성비뇨기과의원 노원,-2.0,"자세한 설명,청결,추천",2,1.0,"{'자세한 설명': 2, '청결': 3, '추천': 2}","['자세한 설명', '청결', '추천']"
플러스후의원 노원점,-2.0,"비쌈,저렴,자세한 설명",20,1.0,"{'비쌈': 4, '저렴': 1, '자세한 설명': 1}","['비쌈', '저렴', '자세한 설명']"
숨편한인광호내과의원,-2.0,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 10, '친절': 8, '청결': 6}","['자세한 설명', '친절', '청결']"
당고개정형외과의원,-2.0,"대기시간,추천,자세한 설명",2,1.0,"{'대기시간': 4, '추천': 1, '자세한 설명': 1}","['대기시간', '추천', '자세한 설명']"
노원신경정신과의원,-2.0,"대기시간,자세한 설명,시설",2,1.0,"{'대기시간': 4, '자세한 설명': 2, '시설': 1}","['대기시간', '자세한 설명', '시설']"
W서울화이트치과의원,-2.0,"비쌈,대기시간,자세한 설명",2,1.0,"{'비쌈': 9, '대기시간': 4, '자세한 설명': 4}","['비쌈', '대기시간', '자세한 설명']"
민현조내과의원,-2.0,"친절,대기시간,불친절",5,1.0,"{'친절': 13, '대기시간': 2, '불친절': 1}","['친절', '대기시간', '불친절']"
미앤미의원,-2.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 2, '자세한 설명': 2, '친절': 3}","['대기시간', '자세한 설명', '친절']"
김덕치과의원,-2.0,"친절,대기시간,과잉진료",2,1.0,"{'친절': 2, '대기시간': 2, '과잉진료': 1}","['친절', '대기시간', '과잉진료']"
함께걸음마을치과의원,-2.0,"과잉진료,저렴,시설",2,1.0,"{'과잉진료': 2, '저렴': 2, '시설': 2}","['과잉진료', '저렴', '시설']"
함영백소아과의원,-2.0,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 11, '자세한 설명': 3, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
서울미소그린치과의원,-2.0,"과잉진료,비쌈,친절",2,1.0,"{'과잉진료': 3, '비쌈': 6, '친절': 16}","['과잉진료', '비쌈', '친절']"
맑고밝은이비인후과의원,-2.0,"친절,청결,대기시간",5,1.0,"{'친절': 11, '청결': 5, '대기시간': 3}","['친절', '청결', '대기시간']"
용가정의학과의원,-2.0,"청결,친절,자세한 설명",2,1.0,"{'청결': 3, '친절': 2, '자세한 설명': 2}","['청결', '친절', '자세한 설명']"
김천수 한의원,-2.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 3, '자세한 설명': 3, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
뮤즈의원,-2.0,"자세한 설명,비쌈",2,1.0,"{'자세한 설명': 3, '비쌈': 1}","['자세한 설명', '비쌈']"
하동욱안과의원,-2.0,"대기시간,시설,친절",5,1.0,"{'대기시간': 38, '시설': 11, '친절': 43}","['대기시간', '시설', '친절']"
하얀J피부과의원,-2.0,"대기시간,친절,자세한 설명",9,1.0,"{'대기시간': 6, '친절': 11, '자세한 설명': 10}","['대기시간', '친절', '자세한 설명']"
하얀미소치과교정과치과의원,-2.0,"대기시간,친절,청결",2,1.0,"{'대기시간': 2, '친절': 6, '청결': 2}","['대기시간', '친절', '청결']"
하늘마음한의원,-2.0,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 5, '대기시간': 2, '자세한 설명': 4}","['친절', '대기시간', '자세한 설명']"
마들웰치과의원,-2.0,"청결,자세한 설명,대기시간",5,1.0,"{'청결': 6, '자세한 설명': 20, '대기시간': 9}","['청결', '자세한 설명', '대기시간']"
맑을아 의원,-2.0,"친절,비쌈,신속",2,1.0,"{'친절': 2, '비쌈': 3, '신속': 1}","['친절', '비쌈', '신속']"
권오민마취통증의학과의원,-2.0,"친절,자세한 설명",2,0.5,"{'친절': 1, '자세한 설명': 0}",['친절']
문비뇨기과의원,-2.0,"친절,자세한 설명,비쌈",9,1.0,"{'친절': 10, '자세한 설명': 17, '비쌈': 4}","['친절', '자세한 설명', '비쌈']"
장일중내과의원,-2.0,"대기시간,친절,추천",4,1.0,"{'대기시간': 9, '친절': 6, '추천': 4}","['대기시간', '친절', '추천']"
정릉경희한의원,-2.0,"청결,친절,자세한 설명",2,1.0,"{'청결': 10, '친절': 16, '자세한 설명': 8}","['청결', '친절', '자세한 설명']"
이지성형외과의원,-2.0,"대기시간,자세한 설명,추천",2,1.0,"{'대기시간': 2, '자세한 설명': 1, '추천': 3}","['대기시간', '자세한 설명', '추천']"
박현숙소아청소년과의원,-2.0,"친절,청결,시설",2,1.0,"{'친절': 4, '청결': 1, '시설': 2}","['친절', '청결', '시설']"
비타민치과의원,-2.0,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 4, '대기시간': 1, '자세한 설명': 1}","['친절', '대기시간', '자세한 설명']"
장대국내과의원,-2.0,"친절,신속,불친절",2,0.6666666666666666,"{'친절': 2, '신속': 1, '불친절': 0}","['친절', '신속']"
이해박는집치과의원,-2.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 28, '자세한 설명': 20, '청결': 16}","['친절', '자세한 설명', '청결']"
애플소아과의원,-2.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 3, '자세한 설명': 2, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
김희규이비인후과의원,-2.0,"대기시간,친절,자세한 설명",7,1.0,"{'대기시간': 12, '친절': 16, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
경희김영환한의원,-2.0,"자세한 설명,추천,친절",50,1.0,"{'자세한 설명': 24, '추천': 14, '친절': 25}","['자세한 설명', '추천', '친절']"
이안치과,-2.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 10, '자세한 설명': 8, '청결': 6}","['친절', '자세한 설명', '청결']"
상계심내과의원,-2.0,"친절,대기시간,자세한 설명",7,1.0,"{'친절': 11, '대기시간': 6, '자세한 설명': 4}","['친절', '대기시간', '자세한 설명']"
노원자생한방병원,-2.5,"친절,대기시간,청결",2,1.0,"{'친절': 15, '대기시간': 2, '청결': 5}","['친절', '대기시간', '청결']"
노원마디본의원,-2.5,"친절,자세한 설명,과잉진료",2,1.0,"{'친절': 8, '자세한 설명': 6, '과잉진료': 1}","['친절', '자세한 설명', '과잉진료']"
연세이너힐의원,-2.5,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 140, '대기시간': 25, '비쌈': 15}","['자세한 설명', '대기시간', '비쌈']"
송찬우마취통증의학과의원,-2.5,"자세한 설명,과잉진료,친절",2,0.6666666666666666,"{'자세한 설명': 4, '과잉진료': 1, '친절': 0}","['자세한 설명', '과잉진료']"
에스유마취통증의학과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 27, '친절': 93, '자세한 설명': 96}","['대기시간', '친절', '자세한 설명']"
포에버의원,-2.5,"자세한 설명,청결,친절",2,1.0,"{'자세한 설명': 11, '청결': 6, '친절': 14}","['자세한 설명', '청결', '친절']"
편한미소치과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 22, '자세한 설명': 16, '대기시간': 6}","['친절', '자세한 설명', '대기시간']"
남서울내과의원,-2.5,"친절,자세한 설명,불친절",2,0.6666666666666666,"{'친절': 10, '자세한 설명': 7, '불친절': 0}","['친절', '자세한 설명']"
퀸스메디산부인과의원,-2.5,"대기시간,자세한 설명,친절",6,1.0,"{'대기시간': 112, '자세한 설명': 90, '친절': 124}","['대기시간', '자세한 설명', '친절']"
나비드치과의원,-2.5,"친절,자세한 설명,청결",4,1.0,"{'친절': 3, '자세한 설명': 2, '청결': 1}","['친절', '자세한 설명', '청결']"
소망한의원,-2.5,"대기시간,추천,친절",2,1.0,"{'대기시간': 4, '추천': 1, '친절': 1}","['대기시간', '추천', '친절']"
센트럴치과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 9, '자세한 설명': 9, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
연세힐정신건강의학과의원,-2.5,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 5, '대기시간': 4, '친절': 11}","['자세한 설명', '대기시간', '친절']"
스마트의원,-2.5,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 11, '대기시간': 8, '친절': 9}","['자세한 설명', '대기시간', '친절']"
연세소울정신건강의학과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 6, '친절': 9, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
훈치과의원,-2.5,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 16, '자세한 설명': 20, '친절': 22}","['대기시간', '자세한 설명', '친절']"
노원방사선과의원,-2.5,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 5, '대기시간': 6, '친절': 9}","['자세한 설명', '대기시간', '친절']"
노원백비뇨기과의원,-2.5,"대기시간,과잉진료,비쌈",2,0.6666666666666666,"{'대기시간': 1, '과잉진료': 0, '비쌈': 1}","['대기시간', '비쌈']"
라더마의원,-2.5,"친절,대기시간,비쌈",2,1.0,"{'친절': 24, '대기시간': 8, '비쌈': 4}","['친절', '대기시간', '비쌈']"
중계퍼스트정형외과의원,-2.5,"자세한 설명,과잉진료,친절",2,1.0,"{'자세한 설명': 2, '과잉진료': 1, '친절': 5}","['자세한 설명', '과잉진료', '친절']"
중앙드림치과의원,-2.5,"자세한 설명,비쌈,친절",2,1.0,"{'자세한 설명': 7, '비쌈': 4, '친절': 14}","['자세한 설명', '비쌈', '친절']"
수비뇨기과의원,-2.5,"친절,자세한 설명,비쌈",2,0.6666666666666666,"{'친절': 3, '자세한 설명': 2, '비쌈': 0}","['친절', '자세한 설명']"
온누리산부인과의원,-2.5,"자세한 설명,대기시간,청결",2,1.0,"{'자세한 설명': 78, '대기시간': 27, '청결': 39}","['자세한 설명', '대기시간', '청결']"
온마들한의원,-2.5,"대기시간,청결,친절",2,1.0,"{'대기시간': 2, '청결': 3, '친절': 4}","['대기시간', '청결', '친절']"
서울효치과의원,-2.5,"과잉진료,청결,친절",2,1.0,"{'과잉진료': 8, '청결': 42, '친절': 58}","['과잉진료', '청결', '친절']"
중앙의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 15, '친절': 21, '자세한 설명': 21}","['대기시간', '친절', '자세한 설명']"
노원센트럴의원,-2.5,"친절,청결,추천",2,1.0,"{'친절': 3, '청결': 2, '추천': 1}","['친절', '청결', '추천']"
중앙정형외과의원,-2.5,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 174, '대기시간': 27, '자세한 설명': 117}","['친절', '대기시간', '자세한 설명']"
중앙치과의원,-2.5,"자세한 설명,비쌈,친절",2,1.0,"{'자세한 설명': 11, '비쌈': 4, '친절': 20}","['자세한 설명', '비쌈', '친절']"
코숨온누리한의원,-2.5,"대기시간,친절,비쌈",2,1.0,"{'대기시간': 2, '친절': 4, '비쌈': 1}","['대기시간', '친절', '비쌈']"
동문치과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 2, '친절': 6, '자세한 설명': 2}","['대기시간', '친절', '자세한 설명']"
노신경외과의원,-2.5,"친절,자세한 설명,청결",2,1.0,"{'친절': 10, '자세한 설명': 8, '청결': 6}","['친절', '자세한 설명', '청결']"
참이비인후과의원,-2.5,"대기시간,청결,자세한 설명",2,1.0,"{'대기시간': 22, '청결': 62, '자세한 설명': 58}","['대기시간', '청결', '자세한 설명']"
더웰내과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 18, '자세한 설명': 7, '대기시간': 10}","['친절', '자세한 설명', '대기시간']"
열린성모정신건강의학과의원,-2.5,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 5, '대기시간': 4, '자세한 설명': 3}","['친절', '대기시간', '자세한 설명']"
영재한의원,-2.5,"자세한 설명,비쌈,친절",2,1.0,"{'자세한 설명': 4, '비쌈': 2, '친절': 5}","['자세한 설명', '비쌈', '친절']"
예가치과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 42, '자세한 설명': 34, '대기시간': 4}","['친절', '자세한 설명', '대기시간']"
뉴연세치과의원,-2.5,"비쌈,자세한 설명,청결",2,1.0,"{'비쌈': 18, '자세한 설명': 54, '청결': 40}","['비쌈', '자세한 설명', '청결']"
최와김내과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 34, '자세한 설명': 28, '대기시간': 8}","['친절', '자세한 설명', '대기시간']"
아이세상치과의원,-2.5,"친절,자세한 설명,과잉진료",2,1.0,"{'친절': 44, '자세한 설명': 32, '과잉진료': 6}","['친절', '자세한 설명', '과잉진료']"
신항외과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 12, '친절': 22, '자세한 설명': 10}","['대기시간', '친절', '자세한 설명']"
아름다운여성의원,-2.5,"자세한 설명,친절,추천",4,1.0,"{'자세한 설명': 5, '친절': 3, '추천': 2}","['자세한 설명', '친절', '추천']"
최준내과의원,-2.5,"친절,청결,자세한 설명",2,1.0,"{'친절': 20, '청결': 16, '자세한 설명': 14}","['친절', '청결', '자세한 설명']"
최현주영상의학과의원,-2.5,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 165, '친절': 177, '대기시간': 30}","['자세한 설명', '친절', '대기시간']"
태화한의원,-2.5,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 6, '대기시간': 4, '친절': 4}","['자세한 설명', '대기시간', '친절']"
최정호이비인후과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 11, '자세한 설명': 6, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
노원이서진내과의원,-2.5,"친절,대기시간,추천",4,1.0,"{'친절': 9, '대기시간': 2, '추천': 2}","['친절', '대기시간', '추천']"
연세사랑니치과의원,-2.5,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 9, '대기시간': 1, '비쌈': 2}","['자세한 설명', '대기시간', '비쌈']"
노종호치과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 5, '친절': 8, '자세한 설명': 7}","['대기시간', '친절', '자세한 설명']"
하늘치과의원,-2.5,"비쌈,친절,자세한 설명",2,1.0,"{'비쌈': 7, '친절': 35, '자세한 설명': 30}","['비쌈', '친절', '자세한 설명']"
종암연세휴치과의원,-2.5,"친절,대기시간,청결",2,1.0,"{'친절': 86, '대기시간': 22, '청결': 54}","['친절', '대기시간', '청결']"
우리연세재활의학과의원,-2.5,"대기시간,친절,청결",2,1.0,"{'대기시간': 8, '친절': 40, '청결': 24}","['대기시간', '친절', '청결']"
서울온치과의원,-2.5,"비쌈,과잉진료,자세한 설명",2,1.0,"{'비쌈': 10, '과잉진료': 12, '자세한 설명': 34}","['비쌈', '과잉진료', '자세한 설명']"
서울이잘난치과교정과치과의원,-2.5,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 6, '친절': 8, '대기시간': 2}","['자세한 설명', '친절', '대기시간']"
서울제니스치과의원,-2.5,"대기시간,친절,과잉진료",4,1.0,"{'대기시간': 7, '친절': 18, '과잉진료': 6}","['대기시간', '친절', '과잉진료']"
서울정치과의원,-2.5,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 2, '대기시간': 1, '비쌈': 1}","['자세한 설명', '대기시간', '비쌈']"
조가정의학과의원,-2.5,"대기시간,친절,시설",2,1.0,"{'대기시간': 3, '친절': 4, '시설': 1}","['대기시간', '친절', '시설']"
종암본정형외과의원,-2.5,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 20, '친절': 18, '청결': 10}","['자세한 설명', '친절', '청결']"
김대현내과의원,-2.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 1, '친절': 8, '자세한 설명': 3}","['대기시간', '친절', '자세한 설명']"
김앤조서울정형외과의원,-2.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 11, '자세한 설명': 4, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
