hospital_id,hospital_name,telephone,opening_hours,weekday_lunch,weekend_lunch,medical_subject,address
10670,석계항맥외과의원,02-911-9933,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-15:00:00",13:00:00-14:00:00,13:00:00-14:00:00,외과,서울 노원구 월계동 493-1 건안빌딩
10692,성모바른정형외과의원,02-2039-7975,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 재활의학과, 가정의학과",서울 노원구 중계동 509-1
10868,시중한의원,02-932-2281,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 14:00:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 456-128
10914,심재철치과의원,02-937-0094,"monday 09:00:00-17:00:00, tuesday 09:00:00-17:00:00, wednesday 09:00:00-17:00:00, thursday 09:00:00-17:00:00, friday 09:00:00-17:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 상계동 1318 노원 아이파크
11069,연세마디튼튼의원,02-939-4900,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 정형외과, 소아청소년과",서울 노원구 상계동 386-1
11087,연세소울정신건강의학과의원,02-933-7501,"monday 10:30:00-19:00:00, tuesday 10:30:00-19:00:00, wednesday 10:30:00-19:00:00, thursday 10:30:00-19:00:00, friday 10:30:00-19:00:00, saturday 09:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,정신건강의학과,서울 노원구 상계동 728-2
11128,연세키즈소아청소년과의원,02-973-3455,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"소아청소년과, 내과, 안과, 이비인후과, 피부과",서울 노원구 공릉동 727
11159,열린성모정신건강의학과의원,02-937-9114,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-12:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-12:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"정신건강의학과, 내과, 신경과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",서울 노원구 중계동 591 대호아파트
11182,영치과의원,02-977-2875,"monday 10:00:00-21:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-21:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-21:00:00, saturday 10:00:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 공릉동 248-8 서광빌딩
11294,우경한의원,02-938-2772,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",서울 노원구 상계동 693-1 노원프라자빌딩
11399,유진상내과의원,02-930-8433,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,내과,서울 노원구 중계동 359-9 마들플라자
11500,이병희이비인후과의원,02-931-4144,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"이비인후과, 내과",서울 노원구 상계동 728-7
11622,임명준안과의원,02-973-6394,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:30:00,00:00:00-00:00:00,안과,서울 노원구 하계동 280 미성아파트
1167,삼성바른내과의원,02-3392-2475,"monday 08:30:00-18:00:00, tuesday 08:30:00-18:00:00, wednesday 08:30:00-18:00:00, thursday 08:30:00-18:00:00, friday 08:30:00-18:00:00, saturday 08:30:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 예방의학과",서울 노원구 중계동 366-9
11718,정성원치과의원,02-937-0001,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-15:00:00",12:30:00-13:30:00,00:00:00-00:00:00,치과,서울 노원구 상계동 670 상계주공9단지아파트
11738,제이내과의원,02-937-0090,"monday 08:00:00-17:00:00, tuesday 08:00:00-17:00:00, wednesday 08:00:00-17:00:00, thursday 08:00:00-12:00:00, friday 08:00:00-17:00:00, saturday 08:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 소아청소년과, 가정의학과",서울 노원구 중계동 157-5 데미안 빌딩
11788,조은치과의원,02-952-8478,"monday 09:30:00-18:30:00, tuesday 09:30:00-21:00:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 중계동 152-5 광현빌딩
11899,천내과의원,02-3296-3311,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-13:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,내과,서울 노원구 상계동 763-7
1199,상계바론정형외과의원,02-951-9966,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",서울 노원구 중계동 584-1 삼창프라자 2층
12007,태능성심정신건강의학과의원,02-979-5757,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-13:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-13:00:00",12:30:00-13:30:00,00:00:00-00:00:00,"정신건강의학과, 내과, 신경과","서울 노원구 공릉동 680-9 태릉성심종합병원치과,요양,정신건강, 서울 노원구"
12045,평화치과의원,02-949-2875,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",서울 노원구 공릉동 420-2 공릉동평화타운
12078,플러스후의원 노원점,0507-1300-2913,"monday 11:00:00-20:00:00, tuesday 11:00:00-20:00:00, wednesday 11:00:00-20:00:00, thursday 10:00:00-20:00:00, friday 11:00:00-20:00:00, saturday 10:00:00-16:00:00",13:00:00-14:00:00,,"피부과, 가정의학과",서울 노원구 상계동 724-3 고려빌딩 6층 601호
12263,현치과의원,02-974-2827,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:30:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 공릉동 408-4 건설빌딩
12294,홍치과의원,02-3391-2275,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-18:30:00, thursday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-13:00:00",13:00:00-14:30:00,00:00:00-00:00:00,치과,서울 노원구 상계동 372-16 4층
1232,생명마루한의원,02-939-8575,"monday 10:00:00-21:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-21:00:00, thursday 14:00:00-19:00:00, friday 10:00:00-21:00:00, saturday 10:00:00-16:00:00",,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 717 삼용빌딩 301호
12369,CL성형외과의원,02-933-6522,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"외과, 내과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과",서울 노원구 상계동 728-2
12509,경희허브한의원,02-952-3177,"monday 09:29:00-18:30:00, tuesday 09:29:00-18:30:00, wednesday 09:29:00-18:30:00, thursday 09:29:00-18:30:00, friday 09:29:00-18:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 중계동 579 화인상가아파트
12710,김병준치과의원,02-932-1954,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 중계동 360-7 403호
12816,남서울내과의원,02-938-0875,"monday 08:30:00-18:30:00, tuesday 08:30:00-18:30:00, wednesday 08:30:00-18:30:00, thursday 08:30:00-18:30:00, friday 08:30:00-18:30:00, saturday 08:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,내과,서울 노원구 상계동 724 근호빌딩
12931,달라스치과의원,02-931-5165,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 노원구 상계동 746-4
12993,덴타피아치과의원,02-935-2226,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 중계동 364-20 그린코아상가
13520,비타민한의원,02-932-8875,"monday 10:00:00-20:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-20:00:00, thursday 10:00:00-20:00:00, friday 10:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 603-2 403호
13594,상계맑은내과의원,02-930-7616,"monday 09:00:00-16:30:00, tuesday 09:00:00-16:30:00, wednesday 09:00:00-16:30:00, thursday 09:00:00-16:30:00, friday 09:00:00-16:30:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 신경과, 소아청소년과, 이비인후과",서울 노원구 상계동 749-4 5층
13694,서울비뇨기과의원 노원,02-951-4336,"monday 09:00:00-19:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-15:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"피부과, 비뇨의학과",서울 노원구 상계동 724-2 프린스빌딩 4층
1373,서울한의원,02-3391-4477,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",서울 노원구 상계동 456-51 서울한의원
13758,서울정치과의원,02-971-7228,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-13:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 공릉동 567-4
13760,서울준치과의원,02-977-7582,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 14:00:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","서울 노원구 공릉동 422-13 1,2층, 서울 노원구"
13839,성북치과의원,02-918-2250,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-17:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 월계동 383-4 성북치과의원
13887,센트럴치과의원,02-976-0030,"monday 10:00:00-21:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과",서울 노원구 공릉동 670-20 노원 프레미어스 엠코
14002,신웅식내과의원,02-949-0233,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 소아청소년과",서울 노원구 공릉동 517-31
1417,성모연합의원,02-932-9191,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-20:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 정형외과, 마취통증의학과",서울 노원구 상계동 173-3 2층
14453,월계현대치과의원,02-974-9308,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 14:00:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,13:00:00-13:30:00,치과,서울 노원구 월계동 13
14782,장현대치과의원,02-951-2825,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 상계동 1280 202호 희락주상복합건물
14870,조아한의원,02-943-2060,"monday 09:00:00-19:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-13:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과",서울 노원구 월계동 46-1 인현빌딩 401호
15098,코리아정형외과의원,02-935-4888,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-13:00:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 영상의학과, 재활의학과",서울 노원구 상계동 749-10
15433,희망요양병원,02-936-9966,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-15:00:00",12:00:00-13:00:00,00:00:00-00:00:00,"내과, 외과, 정형외과, 재활의학과",서울 노원구 상계동 387-226
15434,희한의원,02-952-8788,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 14:00:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 노원구 중계동 58-64 현대교회
15454,365열린의원,02-976-3658,"monday 09:00:00-22:00:00, tuesday 09:00:00-22:00:00, wednesday 09:00:00-22:00:00, thursday 09:00:00-22:00:00, friday 09:00:00-22:00:00, saturday 09:00:00-22:00:00, sunday 09:00:00-22:00:00",12:30:00-14:00:00,13:00:00-14:00:00,"내과, 마취통증의학과, 응급의학과, 가정의학과, 재활의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 성형외과, 흉부외과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과",서울 노원구 하계동 283 한성여객빌딩 3층
15684,공릉의원,02-974-2588,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, sunday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 가정의학과",서울 노원구 공릉동 339-6 기업은행공릉동지점
15844,김연성치과의원,02-979-2226,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:00:00",13:00:00-14:30:00,00:00:00-00:00:00,치과,서울 노원구 공릉동 398-5 한빌딩
15941,노원스카이정형외과의원,02-6956-3911,"monday 09:30:00-19:00:00, tuesday 09:30:00-20:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-20:00:00, saturday 09:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",서울 노원구 상계동 731-5 7층
16004,닥터쁘띠의원 노원점,02-3392-4285,"monday 10:30:00-20:30:00, tuesday 10:30:00-20:30:00, wednesday 10:30:00-20:30:00, thursday 10:30:00-20:30:00, friday 10:30:00-20:30:00, saturday 08:00:00-23:50:00",,,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 가정의학과, 응급의학과, 치과",서울 노원구 상계동 728-1 중원빌딩 3층
16006,닥터에버스의원,02-932-2010,"monday 10:30:00-20:30:00, tuesday 10:30:00-20:30:00, wednesday 10:30:00-20:30:00, thursday 10:30:00-20:30:00, friday 10:30:00-20:30:00, saturday 09:30:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"피부과, 가정의학과",서울 노원구 상계동 724-2 프린스빌딩 9층
16112,동산치과의원,02-949-7528,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-21:00:00, friday 09:30:00-18:30:00, sunday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 공릉동 386-1 대경상운
16150,디딤정신건강의학과의원,02-909-8782,"monday 09:30:00-18:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-18:00:00, thursday 14:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 09:30:00-14:30:00",13:00:00-14:00:00,13:00:00-14:00:00,정신건강의학과,서울 노원구 상계동 724 근호빌딩
16223,마평수치과의원,02-936-1178,"monday 09:00:00-18:00:00, tuesday 09:00:00-17:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:30:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 중계동 154-20
16392,박성원치과의원,02-936-6292,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"치과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 영상치의학과",서울 노원구 중계동 366 중계종합상가 201호
16614,삼성플란트치과의원,02-6956-8275,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 노원구 하계동 280 하계미성상가 3층
16624,상계한의원,02-930-3344,"monday 09:30:00-19:00:00, tuesday 09:30:00-21:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-21:00:00, friday 09:30:00-19:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 79-145 정진145빌딩
16657,새연세정형외과의원,02-979-7783,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 14:00:00-18:00:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"외과, 내과, 신경과, 정형외과, 신경외과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",서울 노원구 공릉동 408-4 건설빌딩
16720,서울스카이정형외과의원,02-2039-0911,"monday 09:30:00-20:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-20:00:00, friday 09:30:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",서울 노원구 상계동 727-1 조광빌딩
16768,서울턱구강내과치과의원,02-6437-2875,"monday 10:00:00-19:00:00, tuesday 10:00:00-20:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,구강내과,서울 노원구 상계동 724-2 9층
16790,석계정신과의원,02-914-9361,"monday 10:00:00-17:30:00, tuesday 10:00:00-17:30:00, wednesday 10:00:00-17:30:00, thursday 10:00:00-17:30:00, friday 10:00:00-17:30:00, saturday 10:00:00-12:30:00",13:00:00-14:00:00,00:00:00-00:00:00,정신건강의학과,서울 노원구 월계동 493-1 건안빌딩
16809,선한마음치과의원,02-938-5974,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 통합치의학과",서울 노원구 상계동 581-6 동진상가
17639,이경태치과의원,02-938-5525,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 상계동 731-3 상아빌딩
17711,이주용안과의원,02-934-7582,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-12:00:00",13:00:00-14:00:00,00:00:00-00:00:00,안과,서울 노원구 중계동 591 대호프라자
17912,제일성모의원,02-977-0977,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-13:30:00",00:00:00-00:00:00,00:00:00-00:00:00,"내과, 정신건강의학과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",서울 노원구 공릉동 230-15 대광빌딩
17981,중계윌내과의원,02-933-8255,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-12:30:00, friday 09:00:00-17:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 영상의학과, 진단검사의학과",서울 노원구 중계동 360-7 세신프라자 401호
18138,최정호이비인후과의원,02-933-1175,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"이비인후과, 소아청소년과",서울 노원구 중계동 591 대호프라자
18287,하나이비인후과의원,02-952-8883,"monday 09:00:00-20:00:00, tuesday 09:00:00-20:00:00, wednesday 09:00:00-20:00:00, thursday 09:00:00-20:00:00, friday 09:00:00-20:00:00, saturday 09:00:00-14:00:00, sunday 10:00:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,이비인후과,서울 노원구 상계동 731-5 국민은행노원지점 5층
18308,하동욱안과의원,02-917-1175,"monday 08:30:00-18:00:00, tuesday 08:30:00-18:00:00, wednesday 08:30:00-11:00:00, thursday 08:30:00-18:00:00, friday 08:30:00-18:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,안과,서울 노원구 월계동 46-1 인현빌딩 4층
18346,한마음의원,02-935-7582,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 외과, 정형외과, 재활의학과",서울 노원구 상계동 1289 불암대림상가3층
18372,한상호내과의원,02-937-4313,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-13:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,내과,서울 노원구 상계동 602-3
18667,건강미소내과의원,02-931-5513,"monday 08:30:00-19:00:00, tuesday 08:30:00-19:00:00, wednesday 08:30:00-19:00:00, thursday 08:30:00-19:00:00, friday 08:30:00-19:00:00, saturday 08:30:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"내과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과",서울 노원구 상계동 727-1 조광빌딩
